Sep 19 1994     01:41:02 am     Elt: 00090 Seconds 
ID: No spectrum identifier defined
Memory Size: 8192 Chls  Conversion Gain: 1024  Adc Offset: 0000 Chls

 Chn    Counts  ROI
 413,       89  000
 414,       66  000
 415,       72  000
 416,       84  000
 417,       74  000
 418,       62  000
 419,       70  000
 420,       50  000
 421,       43  000
 422,       48  000
 423,       31  000
 424,       25  000
 425,       17  000
 426,       23  000
 427,       23  000
 428,       33  000
 429,       24  000
 430,       26  000
 431,       23  000
 432,       18  000
 433,       31  000
 434,       22  000
 435,       19  000
 436,       24  000
 437,       19  000
 438,       17  000
 439,       28  000
 440,       26  000
 441,       16  000
 442,       22  000
 443,       40  000
 444,        7  000
 445,       20  000
 446,       15  000
 447,       14  000
 448,       19  000
 449,       25  000
 450,       27  000
 451,       18  000
 452,       15  000
 453,       20  000
 454,       10  000
 455,       19  000
 456,       24  000
 457,       12  000
 458,       22  000
 459,       17  000
 460,       13  000
 461,       13  000
 462,       12  000
 463,       11  000
 464,        7  000
 465,        4  000
 466,        1  000
 467,        1  000
 468,        0  000
 469,        0  000
 470,        0  000
 471,        0  000
 472,        0  000
 473,        0  000
 474,        0  000
 475,        0  000
 476,        0  000
 477,        0  000
 478,        0  000
 479,        0  000
 480,        0  000
 481,        0  000
 482,        1  000
 483,        0  000
 484,        0  000
 485,        1  000
 486,        0  000
 487,        0  000
 488,        0  000
 489,        0  000
 490,        0  000
 491,        0  000
 492,        0  000
 493,        0  000
 494,        0  000
 495,        1  000
 496,        0  000
 497,        0  000
 498,        0  000
 499,        0  000
 500,        0  000
 501,        0  000
 502,        0  000
 503,        0  000
 504,        1  000
 505,        0  000
 506,        0  000
 507,        1  000
 508,        1  000
 509,        0  000
 510,        0  000
 511,        0  000
